name,url,star,class_name,pos,tag,public_recruit,report
阿,https://prts.wiki/w/阿,6,特种,远程位,"支援,输出",True,你就是博士吧？幸会幸会。我叫阿，对，就是阿——的阿。事务所在罗德岛有些事情要处理，所以我就来了。事先问问，你对医疗事故敏感吗？
阿消,https://prts.wiki/w/阿消,4,特种,近战位,位移,True,博士长官您好，龙门消防署警员阿消向您报道！
阿米娅,https://prts.wiki/w/阿米娅,5,术师,远程位,输出,False,博士，能再见到您......真是太好了。今后我们同行的路还很长，所以，请您多多关照！
阿米娅(近卫),https://prts.wiki/w/阿米娅(近卫),5,近卫,近战位,"输出,支援",False,博士，见到你真好。我这样子？唔，别害怕......我会解释的。不过，放心吧博士，不管发生什么，我都不会让你受到一点伤害。我发誓。
陈,https://prts.wiki/w/陈,6,近卫,近战位,"爆发,输出",True,陈，龙门近卫局特别督察组组长。基于一些特殊原因，我要暂时留在这里一段时间。之前的合作中，我想我们已经彼此了解了，请马上带我去工作现场吧。
陨星,https://prts.wiki/w/陨星,5,狙击,远程位,"群攻,削弱",True,代号陨星，职业是自由佣兵。如你所见，是萨卡兹人。即使这样，你还依然打算雇佣我吗？
隐现,https://prts.wiki/w/隐现,5,狙击,远程位,输出,False,拉特兰公证所外派人员，隐现，这是合作相关文件。请问接下来我需要去哪个办公室？事关罗德岛对我的第一印象，我可千万不能出什么差错啊。
雪绒,https://prts.wiki/w/雪绒,5,术师,远程位,"输出,控场",False,忘问刚才那个佩洛先生我应该怎么称呼您了，其实“公司”这个词我都只在哥伦比亚人那里听到过，我应该叫您“老板”吗？——叫“博士”就好？我记住了！
雪雉,https://prts.wiki/w/雪雉,5,特种,近战位,"位移,减速",False,呜，我的头！不好意思，您、您就是博士？初次见面，我叫雪雉，对不起，不该低着头走路的......
雷蛇,https://prts.wiki/w/雷蛇,5,重装,近战位,"防护,输出",True,重装干员雷蛇，待命中。我曾参与数次要人保全、据点攻坚、人质解救、威胁肃清的特种行动。在此次派遣行动期间，我会严格保障您的人身安全。
霍尔海雅,https://prts.wiki/w/霍尔海雅,6,术师,远程位,"输出,控场",False,我此行不代表梅兰德基金会，也不代表莱茵生命，单纯是霍尔海雅个人想要与罗德岛有进一步的接触......你是要松开我的手？我的自我介绍可还没结束。
霜华,https://prts.wiki/w/霜华,5,特种,远程位,"召唤,控场",False,彩虹小队所属，代号霜华，请下命令吧，长官。
霜叶,https://prts.wiki/w/霜叶,4,近卫,近战位,"减速,输出",True,霜叶，前佣兵，现在，是你的干员。随意调遣我吧，我什么都能做。
青枳,https://prts.wiki/w/青枳,5,先锋,近战位,"费用回复,防护",False,您就是锡兰小姐说的博士了吧？我是青枳，谢谢你们愿意给我们这些工人提供治疗。这个代号？是一种和我发色很像的水果，工人们喜欢把它的汁挤在酒里。
鞭刃,https://prts.wiki/w/鞭刃,5,近卫,近战位,"输出,支援",False,啊，这里就是罗德岛了吧？鞭刃佐菲娅，就这么叫我吧。作为卡西米尔的前竞技骑士，我会好好训练你的雇员的。
风丸,https://prts.wiki/w/风丸,5,特种,近战位,"输出,快速复活",False,您好，博士，罗德岛驻外干员，风丸，从今天起将在这里任职。
风笛,https://prts.wiki/w/风笛,6,先锋,近战位,"费用回复,输出",True,你好！你就是博士，对不对？龙门的陈警司说我可以在这找到帮手！要先签名？嗯，风——笛——好了！欸？“成为干员”？“全日驻舰”？那是什么呀！
食铁兽,https://prts.wiki/w/食铁兽,5,特种,近战位,"位移,减速",True,以前在哪儿见过我？那肯定是在银幕上啦~不过现在的我叫食铁兽呢，以后的工作安排就麻烦你了哦。
香草,https://prts.wiki/w/香草,3,先锋,近战位,费用回复,True,香草，以受训干员的身份前来学习。博士阁下，今后就请您多多指教了。
鸿雪,https://prts.wiki/w/鸿雪,6,狙击,远程位,输出,False,您就是博士吧？初次见面，请接受我的谢意，感谢您让我在这片丑陋的大地上有暂时的栖身之处。
麒麟R夜刀,https://prts.wiki/w/麒麟R夜刀,6,特种,近战位,"快速复活,爆发",False,博士。没错，是我。我回来了，A4行动组组长夜刀，向您报到。关于新装备的来历，我已经写在任务汇报中了。
麦哲伦,https://prts.wiki/w/麦哲伦,6,辅助,远程位,"支援,减速,输出",True,莱茵生命科考专员麦哲伦，发现了一艘神秘的科研船？哇哇哇，你，你是罗德岛的博士吧，啊嗯......要不要加入我的探险队呢？很有趣的！
黍,https://prts.wiki/w/黍,6,重装,近战位,"防护,治疗,支援",False,年应该已经和你说了我的名字，“黍”。长兄长姐和我的两个妹妹都在你这里，我像是回了“家”一样。真稀奇，司岁台那个小伙子居然还没找你们的麻烦吗？
黑,https://prts.wiki/w/黑,6,狙击,远程位,输出,True,我是锡兰小姐的私人保镖，黑，跟随小姐加入罗德岛。可能的话，希望尽量让我和小姐一起行动。
黑角,https://prts.wiki/w/黑角,2,重装,近战位,新手,True,重装干员黑角，要员保护的活儿就交给俺吧。
黑键,https://prts.wiki/w/黑键,6,术师,远程位,输出,False,向您致以诚挚的谢意，罗德岛的博士，感谢您收留一个微不足道的落难之人。如果像我这样的庸才都能对罗德岛的事业有所裨益，那真是再好不过了。
龙舌兰,https://prts.wiki/w/龙舌兰,5,近卫,近战位,爆发,False,你好啊，你就是博士吧？太好了，博士和陈小姐描述的一样好认。对了，我是不是也该取个代号？唔......就叫龙舌兰怎么样！还算好听吧？
